"Individual","Patch","Replicate","Wavelength","Reflectance"
"Ind4","Black",3,410,13.9322188320592
"Ind5","Black",3,410,9.4997890493233
"Ind1","Orange",3,410,-0.771020068596615
"Ind2","Orange",3,410,1.8056551692378
"Ind3","Orange",3,410,2.22587166325682
"Ind4","Orange",3,410,6.32885086586415
"Ind5","Orange",3,410,1.82896305953669
"Ind1","Blue",3,410,45.8273132537594
"Ind2","Blue",3,410,56.488416412367
"Ind3","Blue",3,410,35.7019722078964
"Ind4","Blue",3,410,55.6094859359867
"Ind5","Blue",3,410,51.5916191574976
"Ind1","White",1,415,100.366165227677
"Ind2","White",1,415,100.212710813803
"Ind3","White",1,415,69.5601772562087
"Ind4","White",1,415,98.7034813975923
"Ind5","White",1,415,97.9450059646331
"Ind1","Black",1,415,3.54597674202484
"Ind2","Black",1,415,5.2262680287439
"Ind3","Black",1,415,5.67651836646946
"Ind4","Black",1,415,11.5367585764091
"Ind5","Black",1,415,6.60432262960814
"Ind1","Orange",1,415,1.79318575662929
"Ind2","Orange",1,415,-1.4353050124207
"Ind3","Orange",1,415,3.10338350366061
"Ind4","Orange",1,415,4.35019469971528
"Ind5","Orange",1,415,2.16885593926437
"Ind1","Blue",1,415,55.1342514176285
"Ind2","Blue",1,415,58.8866504240087
"Ind3","Blue",1,415,42.4810131409628
"Ind4","Blue",1,415,59.4273799560167
"Ind5","Blue",1,415,55.2473558952877
"Ind1","White",2,415,100.60055823624
"Ind2","White",2,415,100.312673257058
"Ind3","White",2,415,77.6585801536394
"Ind4","White",2,415,98.4452585589182
"Ind5","White",2,415,96.4310485399713
"Ind1","Black",2,415,3.47681022365049
"Ind2","Black",2,415,6.96490008556433
"Ind3","Black",2,415,4.99779878194845
"Ind4","Black",2,415,11.4826114234672
"Ind5","Black",2,415,5.43547562739598
"Ind1","Orange",2,415,1.64576998439557
"Ind2","Orange",2,415,4.36566386415928
"Ind3","Orange",2,415,-0.351563318714189
"Ind4","Orange",2,415,8.04008174420655
"Ind5","Orange",2,415,-0.191799844251117
"Ind1","Blue",2,415,56.4570265727362
"Ind2","Blue",2,415,60.666052763232
"Ind3","Blue",2,415,37.1682408163412
"Ind4","Blue",2,415,60.3503306690649
"Ind5","Blue",2,415,55.230998871306
"Ind1","White",3,415,100.7247406992
"Ind2","White",3,415,102.31430791409
"Ind3","White",3,415,77.6203098058545
"Ind4","White",3,415,101.364557007921
"Ind5","White",3,415,98.691072500669
"Ind1","Black",3,415,3.13351259153315
"Ind2","Black",3,415,2.2120658074767
"Ind3","Black",3,415,0.984651820111007
"Ind4","Black",3,415,14.145952609547
"Ind5","Black",3,415,7.30970692955995
"Ind1","Orange",3,415,0.981987027548243
"Ind2","Orange",3,415,-1.21839053385883
"Ind3","Orange",3,415,3.61667193755421
"Ind4","Orange",3,415,10.2600855024292
"Ind5","Orange",3,415,3.83173076461963
"Ind1","Blue",3,415,53.7667537803968
"Ind2","Blue",3,415,63.8357769174126
"Ind3","Blue",3,415,35.703043806601
"Ind4","Blue",3,415,58.4728436179291
"Ind5","Blue",3,415,50.8671515362764
"Ind1","White",1,420,102.561109756403
"Ind2","White",1,420,100.759153955596
"Ind3","White",1,420,80.59878416168
"Ind4","White",1,420,99.9497937781168
"Ind5","White",1,420,100.739420720567
"Ind1","Black",1,420,4.75600274657574
"Ind2","Black",1,420,6.31358197162966
"Ind3","Black",1,420,8.6770301684185
"Ind4","Black",1,420,12.00104579661
"Ind5","Black",1,420,7.37707957071086
"Ind1","Orange",1,420,4.87150817804811
"Ind2","Orange",1,420,3.12770043832858
"Ind3","Orange",1,420,3.17807926343328
"Ind4","Orange",1,420,5.66568948570765
"Ind5","Orange",1,420,3.83277109346731
"Ind1","Blue",1,420,54.1993410909066
"Ind2","Blue",1,420,60.2319600308634
"Ind3","Blue",1,420,42.160948407548
"Ind4","Blue",1,420,64.5097917163245
"Ind5","Blue",1,420,58.0841242966063
"Ind1","White",2,420,100.149713647725
"Ind2","White",2,420,101.763915481065
"Ind3","White",2,420,82.2664563636359
"Ind4","White",2,420,99.1194299461519
"Ind5","White",2,420,100.083130312783
"Ind1","Black",2,420,4.58959208329438
"Ind2","Black",2,420,5.19972765024441
"Ind3","Black",2,420,4.5460893328644
"Ind4","Black",2,420,11.9032517642869
"Ind5","Black",2,420,7.63970890502341
"Ind1","Orange",2,420,5.07687066451592
"Ind2","Orange",2,420,4.06026915930713
"Ind3","Orange",2,420,5.20880884452975
"Ind4","Orange",2,420,8.20240335661557
"Ind5","Orange",2,420,7.68841034668299
"Ind1","Blue",2,420,59.8190749743818
"Ind2","Blue",2,420,63.4290866605772
"Ind3","Blue",2,420,39.1047243468917
"Ind4","Blue",2,420,67.1603082960024
"Ind5","Blue",2,420,59.1890808855613
"Ind1","White",3,420,104.022611172268
"Ind2","White",3,420,102.136523312749
"Ind3","White",3,420,78.1436011455393
"Ind4","White",3,420,101.909010119916
"Ind5","White",3,420,102.709846837557
"Ind1","Black",3,420,7.85154453310771
"Ind2","Black",3,420,9.79570171421084
"Ind3","Black",3,420,5.71163419577304
"Ind4","Black",3,420,12.1297960639982
"Ind5","Black",3,420,9.56422288803538
"Ind1","Orange",3,420,-0.686478813046128
"Ind2","Orange",3,420,0.759653127475583
"Ind3","Orange",3,420,0.985043330211236
"Ind4","Orange",3,420,6.72580538195572
"Ind5","Orange",3,420,1.47985437448219
"Ind1","Blue",3,420,57.6147959783016
"Ind2","Blue",3,420,61.917713253041
"Ind3","Blue",3,420,43.6664429937166
"Ind4","Blue",3,420,64.7191132038495
"Ind5","Blue",3,420,59.434655833949
"Ind1","White",1,425,96.5454587422657
"Ind2","White",1,425,99.0737499921835
"Ind3","White",1,425,76.3118258728551
"Ind4","White",1,425,103.017974068048
"Ind5","White",1,425,98.2064827548959
"Ind1","Black",1,425,6.86716067109801
"Ind2","Black",1,425,4.79437408186632
"Ind3","Black",1,425,0.691899224796618
"Ind4","Black",1,425,13.7043050955705
"Ind5","Black",1,425,8.65388850023944
"Ind1","Orange",1,425,3.16620970629913
"Ind2","Orange",1,425,3.19114949248039
"Ind3","Orange",1,425,5.1603906657862
"Ind4","Orange",1,425,9.7757682986988
"Ind5","Orange",1,425,4.10803403230355
"Ind1","Blue",1,425,61.1629131457342
"Ind2","Blue",1,425,66.5115049699092
"Ind3","Blue",1,425,39.0551291653298
"Ind4","Blue",1,425,73.1941402438512
"Ind5","Blue",1,425,66.3173238780902
"Ind1","White",2,425,100.412745390702
"Ind2","White",2,425,100.077272925937
"Ind3","White",2,425,80.4406957025389
"Ind4","White",2,425,103.40260611929
"Ind5","White",2,425,97.4659268621879
"Ind1","Black",2,425,4.96665435887206
"Ind2","Black",2,425,3.97459824823924
"Ind3","Black",2,425,6.64678590115054
"Ind4","Black",2,425,13.6659452663437
"Ind5","Black",2,425,7.39704981557856
"Ind1","Orange",2,425,2.10418353915841
"Ind2","Orange",2,425,1.97318462868507
"Ind3","Orange",2,425,1.14755271559587
"Ind4","Orange",2,425,9.9416667499709
"Ind5","Orange",2,425,5.74539975718499
"Ind1","Blue",2,425,59.0036777128094
"Ind2","Blue",2,425,66.1010380212039
"Ind3","Blue",2,425,45.2265010825089
"Ind4","Blue",2,425,70.8286787069806
"Ind5","Blue",2,425,63.7351625249959
"Ind1","White",3,425,97.6440650025658
"Ind2","White",3,425,102.498694523092
"Ind3","White",3,425,79.7146622786623
"Ind4","White",3,425,94.9540324516863
"Ind5","White",3,425,100.495085557148
"Ind1","Black",3,425,8.33766442187677
"Ind2","Black",3,425,7.1950791375249
"Ind3","Black",3,425,6.80676006578399
"Ind4","Black",3,425,12.1844198480238
"Ind5","Black",3,425,8.18645251396375
"Ind1","Orange",3,425,2.87983165611199
"Ind2","Orange",3,425,-0.479758849508092
"Ind3","Orange",3,425,2.05345077570449
"Ind4","Orange",3,425,5.07716378675062
"Ind5","Orange",3,425,4.41219895558262
"Ind1","Blue",3,425,62.0633436383489
"Ind2","Blue",3,425,70.6851920324642
"Ind3","Blue",3,425,44.7300090825646
"Ind4","Blue",3,425,66.1844976230687
"Ind5","Blue",3,425,62.358153697291
"Ind1","White",1,430,103.380368707292
"Ind2","White",1,430,98.2308910896415
"Ind3","White",1,430,82.8225747605046
"Ind4","White",1,430,99.6985044263874
"Ind5","White",1,430,100.338381314672
"Ind1","Black",1,430,6.27508489984337
"Ind2","Black",1,430,4.24979231675973
"Ind3","Black",1,430,3.95787452441048
"Ind4","Black",1,430,10.3130998488753
"Ind5","Black",1,430,5.48696172446467
"Ind1","Orange",1,430,2.09428436994569
"Ind2","Orange",1,430,-0.391266707856595
"Ind3","Orange",1,430,4.52577236089993
"Ind4","Orange",1,430,7.35040142524775
"Ind5","Orange",1,430,4.12119703088002
"Ind1","Blue",1,430,67.3425795579816
"Ind2","Blue",1,430,69.725365841921
"Ind3","Blue",1,430,47.5974914481482
"Ind4","Blue",1,430,73.9998034855763
"Ind5","Blue",1,430,65.1781104829096
"Ind1","White",2,430,99.0221543294114
"Ind2","White",2,430,98.1759631266017
"Ind3","White",2,430,79.1041206386581
"Ind4","White",2,430,103.986510232447
"Ind5","White",2,430,103.270317865232
"Ind1","Black",2,430,7.19970711154911
"Ind2","Black",2,430,8.91788866517955
"Ind3","Black",2,430,2.0103237304401
"Ind4","Black",2,430,13.1071330631169
"Ind5","Black",2,430,9.55591743775162
"Ind1","Orange",2,430,2.92870362561698
"Ind2","Orange",2,430,1.59706615030241
"Ind3","Orange",2,430,5.18936874827879
"Ind4","Orange",2,430,7.49497149513183
"Ind5","Orange",2,430,7.27788412786201
"Ind1","Blue",2,430,66.6073499418242
"Ind2","Blue",2,430,71.7638073298405
"Ind3","Blue",2,430,48.8367614608431
"Ind4","Blue",2,430,74.5290507823155
"Ind5","Blue",2,430,62.0193758417669
"Ind1","White",3,430,98.4896590356095
"Ind2","White",3,430,100.616585122318
"Ind3","White",3,430,82.4677848324459
"Ind4","White",3,430,102.886542513086
"Ind5","White",3,430,100.591088721175
"Ind1","Black",3,430,8.26348395182027
"Ind2","Black",3,430,7.41883537777107
"Ind3","Black",3,430,7.01440020467659
"Ind4","Black",3,430,15.5169692536533
"Ind5","Black",3,430,9.63053263636086
"Ind1","Orange",3,430,3.82748842581532
"Ind2","Orange",3,430,2.96131046442333
"Ind3","Orange",3,430,4.4552816478359
"Ind4","Orange",3,430,12.585689725786
"Ind5","Orange",3,430,8.02536079414267
"Ind1","Blue",3,430,66.416094610006
"Ind2","Blue",3,430,68.8689607274505
"Ind3","Blue",3,430,48.3217250353644
"Ind4","Blue",3,430,75.5719041672143
"Ind5","Blue",3,430,66.6194578321721
"Ind1","White",1,435,101.00762489431
"Ind2","White",1,435,99.7948919863828
"Ind3","White",1,435,79.6462688299626
"Ind4","White",1,435,101.086542227288
"Ind5","White",1,435,102.007412591704
"Ind1","Black",1,435,4.56175390490334
"Ind2","Black",1,435,5.93710431494575
"Ind3","Black",1,435,0.633451026846175
"Ind4","Black",1,435,10.6840625368062
"Ind5","Black",1,435,8.10581875381924
"Ind1","Orange",1,435,5.97813407495827
"Ind2","Orange",1,435,1.52292658512865
"Ind3","Orange",1,435,3.35167235106287
"Ind4","Orange",1,435,8.6759198156727
"Ind5","Orange",1,435,3.48940168398208
"Ind1","Blue",1,435,64.4857247622951
"Ind2","Blue",1,435,73.8435866413653
"Ind3","Blue",1,435,51.8648446541851
"Ind4","Blue",1,435,77.9896239625202
"Ind5","Blue",1,435,70.3786862789592
"Ind1","White",2,435,98.7440966843533
"Ind2","White",2,435,96.7084062010627
"Ind3","White",2,435,88.7849301115122
"Ind4","White",2,435,101.26607820867
"Ind5","White",2,435,101.403615060965
"Ind1","Black",2,435,6.19035349121945
"Ind2","Black",2,435,7.65199689039042
"Ind3","Black",2,435,6.71620816602494
"Ind4","Black",2,435,14.1093789797782
"Ind5","Black",2,435,8.17360002973703
"Ind1","Orange",2,435,4.10017006556607
"Ind2","Orange",2,435,6.11681236930579
"Ind3","Orange",2,435,5.09391923003381
"Ind4","Orange",2,435,4.83045054655403
"Ind5","Orange",2,435,6.13142554577123
"Ind1","Blue",2,435,68.4344169914907
"Ind2","Blue",2,435,73.3904678515461
"Ind3","Blue",2,435,49.5184471030398
"Ind4","Blue",2,435,80.1772815691905
"Ind5","Blue",2,435,70.8635187996174
"Ind1","White",3,435,99.3374310308294
"Ind2","White",3,435,98.2458000235526
"Ind3","White",3,435,84.8527474826164
"Ind4","White",3,435,100.688686231021
"Ind5","White",3,435,101.626701650507
"Ind1","Black",3,435,7.70155686358322
"Ind2","Black",3,435,7.31678217098715
"Ind3","Black",3,435,5.0103911090354
"Ind4","Black",3,435,13.4954103223228
"Ind5","Black",3,435,6.29176881995825
"Ind1","Orange",3,435,4.91512467925336
"Ind2","Orange",3,435,2.89548847609646
"Ind3","Orange",3,435,5.9325383050221
"Ind4","Orange",3,435,11.356132552881
"Ind5","Orange",3,435,5.40661730314585
"Ind1","Blue",3,435,68.8601363009707
"Ind2","Blue",3,435,76.6546746748619
"Ind3","Blue",3,435,53.11785155218
"Ind4","Blue",3,435,80.7406461911271
"Ind5","Blue",3,435,70.2519285862203
"Ind1","White",1,440,105.056673101408
"Ind2","White",1,440,98.3535714593744
"Ind3","White",1,440,83.5775946887475
"Ind4","White",1,440,99.8284981319095
"Ind5","White",1,440,102.421015891243
"Ind1","Black",1,440,7.05449404080518
"Ind2","Black",1,440,8.48993484994959
"Ind3","Black",1,440,2.88511949010847
"Ind4","Black",1,440,10.3631079343333
"Ind5","Black",1,440,6.15408876113127
"Ind1","Orange",1,440,8.65773628496768
"Ind2","Orange",1,440,3.89942613092909
"Ind3","Orange",1,440,4.40436689162609
"Ind4","Orange",1,440,9.67600114333828
"Ind5","Orange",1,440,4.89563719212582
"Ind1","Blue",1,440,73.76378542357
"Ind2","Blue",1,440,76.8384424802686
"Ind3","Blue",1,440,51.7202530463227
"Ind4","Blue",1,440,82.9842906112356
"Ind5","Blue",1,440,69.0151376840351
"Ind1","White",2,440,99.9061665471434
"Ind2","White",2,440,97.4285750940764
"Ind3","White",2,440,83.2405574687814
"Ind4","White",2,440,98.8132217780195
"Ind5","White",2,440,99.6298240693723
"Ind1","Black",2,440,8.02478217791525
"Ind2","Black",2,440,5.46047787086511
"Ind3","Black",2,440,3.17249285655625
"Ind4","Black",2,440,11.9955289416005
"Ind5","Black",2,440,7.05268376079612
"Ind1","Orange",2,440,3.63992684626458
"Ind2","Orange",2,440,6.67731252388017
"Ind3","Orange",2,440,5.63248052262068
"Ind4","Orange",2,440,10.1416363334818
"Ind5","Orange",2,440,2.03437766077956
"Ind1","Blue",2,440,72.421897675075
"Ind2","Blue",2,440,76.2808479666513
"Ind3","Blue",2,440,55.8515010809176
"Ind4","Blue",2,440,83.100181733675
"Ind5","Blue",2,440,69.1999005102201
"Ind1","White",3,440,99.4325946070999
"Ind2","White",3,440,100.888291166109
"Ind3","White",3,440,83.8347605543173
"Ind4","White",3,440,103.354932689977
"Ind5","White",3,440,99.9857109887648
"Ind1","Black",3,440,8.39346584179699
"Ind2","Black",3,440,8.83415895618178
"Ind3","Black",3,440,5.29485667235202
"Ind4","Black",3,440,11.7495832257435
"Ind5","Black",3,440,6.47159257991032
"Ind1","Orange",3,440,6.50897244179859
"Ind2","Orange",3,440,1.67701458619518
"Ind3","Orange",3,440,6.17036487189528
"Ind4","Orange",3,440,10.3706687641058
"Ind5","Orange",3,440,6.65731665283849
"Ind1","Blue",3,440,72.0593259274963
"Ind2","Blue",3,440,74.7950941962333
"Ind3","Blue",3,440,52.0294272434224
"Ind4","Blue",3,440,81.4690515903193
"Ind5","Blue",3,440,68.4512404242263
"Ind1","White",1,445,101.098193471271
"Ind2","White",1,445,97.8215760686599
"Ind3","White",1,445,85.6093540874104
"Ind4","White",1,445,101.880472931792
"Ind5","White",1,445,97.9207764522328
"Ind1","Black",1,445,5.93452799505873
"Ind2","Black",1,445,8.24174856779541
"Ind3","Black",1,445,6.15034421335679
"Ind4","Black",1,445,8.91819724607664
"Ind5","Black",1,445,7.81819805703692
"Ind1","Orange",1,445,7.61368881012193
"Ind2","Orange",1,445,3.52398889948559
"Ind3","Orange",1,445,8.98253943072792
"Ind4","Orange",1,445,9.8595503276458
"Ind5","Orange",1,445,3.70706736791346
"Ind1","Blue",1,445,76.9882686533903
"Ind2","Blue",1,445,80.4618383633197
"Ind3","Blue",1,445,53.1206004430587
"Ind4","Blue",1,445,82.6841836031759
"Ind5","Blue",1,445,73.065932317735
"Ind1","White",2,445,100.325236230644
"Ind2","White",2,445,99.4280581777824
"Ind3","White",2,445,86.3341856556027
"Ind4","White",2,445,98.50939592705
"Ind5","White",2,445,99.6505642987239
"Ind1","Black",2,445,6.16009308404875
"Ind2","Black",2,445,8.85460696446049
"Ind3","Black",2,445,1.4516091420854
"Ind4","Black",2,445,9.31091880060929
"Ind5","Black",2,445,7.19304676039532
"Ind1","Orange",2,445,6.60001524658562
"Ind2","Orange",2,445,4.9140914254248
"Ind3","Orange",2,445,6.78091681072564
"Ind4","Orange",2,445,10.266080645282
"Ind5","Orange",2,445,6.66430233509741
"Ind1","Blue",2,445,77.6202171257494
"Ind2","Blue",2,445,81.5510647497488
"Ind3","Blue",2,445,57.3532134590162
"Ind4","Blue",2,445,85.7446564632385
"Ind5","Blue",2,445,73.9548330323575
"Ind1","White",3,445,100.628305800143
"Ind2","White",3,445,99.0955846770376
"Ind3","White",3,445,88.3319200935847
"Ind4","White",3,445,98.3981568162196
"Ind5","White",3,445,99.9039136248395
"Ind1","Black",3,445,5.23423918224482
"Ind2","Black",3,445,10.7429551619031
"Ind3","Black",3,445,4.86461453071012
"Ind4","Black",3,445,12.6605757455987
"Ind5","Black",3,445,8.80556473443812
"Ind1","Orange",3,445,8.44940346904554
"Ind2","Orange",3,445,4.01496266360739
"Ind3","Orange",3,445,6.82267917014847
"Ind4","Orange",3,445,9.81875795921866
"Ind5","Orange",3,445,7.76136509597585
"Ind1","Blue",3,445,70.0098748238807
"Ind2","Blue",3,445,82.2015541115935
"Ind3","Blue",3,445,52.3124164310804
"Ind4","Blue",3,445,86.9711971649736
"Ind5","Blue",3,445,73.2205781219322
"Ind1","White",1,450,100.476425841588
"Ind2","White",1,450,99.7549773242257
"Ind3","White",1,450,90.8206872018051
"Ind4","White",1,450,100.579783533578
"Ind5","White",1,450,98.812195018982
"Ind1","Black",1,450,9.5536072442099
"Ind2","Black",1,450,6.57893475033611
"Ind3","Black",1,450,1.26712245516339
"Ind4","Black",1,450,13.4456756795559
"Ind5","Black",1,450,4.71054558382606
"Ind1","Orange",1,450,7.94416996932909
"Ind2","Orange",1,450,3.1442348082498
"Ind3","Orange",1,450,4.72721262391061
"Ind4","Orange",1,450,14.1220645853183
"Ind5","Orange",1,450,9.74927107192332
"Ind1","Blue",1,450,76.0082108403484
"Ind2","Blue",1,450,83.9501516707326
"Ind3","Blue",1,450,54.7119711109385
"Ind4","Blue",1,450,85.8186790179282
"Ind5","Blue",1,450,77.1377859947863
"Ind1","White",2,450,102.584611829946
"Ind2","White",2,450,101.089653208145
"Ind3","White",2,450,88.1041689566427
"Ind4","White",2,450,99.2001040993481
"Ind5","White",2,450,101.292677669817
"Ind1","Black",2,450,7.81385626376266
"Ind2","Black",2,450,8.29887217647199
"Ind3","Black",2,450,5.60774985454114
"Ind4","Black",2,450,9.61263952397838
"Ind5","Black",2,450,8.26890800287563
"Ind1","Orange",2,450,12.8551298020173
"Ind2","Orange",2,450,10.0388808123303
"Ind3","Orange",2,450,7.70417237044609
"Ind4","Orange",2,450,12.6124917612555
"Ind5","Orange",2,450,6.25778791197331
"Ind1","Blue",2,450,79.2591373130713
"Ind2","Blue",2,450,84.8265937641505
"Ind3","Blue",2,450,56.635878184367
"Ind4","Blue",2,450,84.6842672095149
"Ind5","Blue",2,450,79.0389019563418
"Ind1","White",3,450,103.689677342079
"Ind2","White",3,450,94.8471200101413
"Ind3","White",3,450,88.2655532056524
"Ind4","White",3,450,100.843047431592
"Ind5","White",3,450,100.617675276214
"Ind1","Black",3,450,9.33873274287446
"Ind2","Black",3,450,8.78240918380007
"Ind3","Black",3,450,5.43179225708881
"Ind4","Black",3,450,10.7541426759064
"Ind5","Black",3,450,5.69709962711797
"Ind1","Orange",3,450,8.08609493864783
"Ind2","Orange",3,450,4.5147792708171
"Ind3","Orange",3,450,7.70251338594393
"Ind4","Orange",3,450,11.7613378982763
"Ind5","Orange",3,450,9.58625984526187
"Ind1","Blue",3,450,77.2127242222486
"Ind2","Blue",3,450,79.3133197215566
"Ind3","Blue",3,450,54.8573886435378
"Ind4","Blue",3,450,88.2940919776402
"Ind5","Blue",3,450,71.8254187293256
